"wage","educ","age","exper","female","nonwhite","married","urban","fulltime","union","northeast","midwest","south","west"
9.21,12,42,24,0,0,1,1,1,0,0,0,0,1
4.42,8,57,43,1,0,0,0,1,0,1,0,0,0
4.58,13,20,1,1,0,0,1,1,0,0,0,1,0
10.04,12,31,13,1,0,1,0,1,0,0,0,0,1
17.68,18,39,15,1,0,0,1,1,0,0,0,1,0
8.44,13,26,7,0,0,1,0,1,0,0,0,0,1
13.1,18,35,10,1,0,1,0,1,0,0,0,1,0
7.33,12,34,16,0,0,0,1,1,0,0,0,0,1
8.93,12,31,13,0,0,0,1,1,0,0,0,1,0
10.13,18,39,15,0,0,1,1,1,0,0,0,0,1
5.16,12,26,8,1,0,0,1,1,0,0,1,0,0
8.4,12,39,21,0,0,1,0,1,0,0,1,0,0
9.43,16,51,29,0,0,1,0,1,0,0,0,0,1
7.28,12,45,27,1,0,1,1,1,0,0,0,1,0
5.76,6,60,48,1,0,0,1,1,0,0,0,0,1
4.51,12,35,16,1,0,1,1,1,0,0,1,0,0
7.38,12,20,2,0,0,0,1,1,0,0,1,0,0
9.23,12,30,12,1,0,1,0,1,0,0,0,0,1
3.42,12,49,31,0,0,1,1,1,0,0,0,1,0
15.21,13,35,16,0,0,1,1,1,0,1,0,0,0
8.49,12,23,5,0,0,0,1,1,0,0,0,0,1
8.86,14,28,8,0,0,1,0,1,0,0,1,0,0
5.89,13,30,11,0,0,0,1,1,0,0,0,1,0
4.24,12,25,7,1,0,1,0,1,0,0,0,1,0
13.51,18,37,13,0,0,0,1,1,0,0,0,1,0
7.42,13,25,6,1,0,0,1,1,0,0,0,0,1
19.47,16,58,36,0,0,1,0,1,0,0,0,1,0
12.28,16,32,9,1,0,1,0,1,0,0,0,1,0
8.56,14,23,3,0,0,1,1,1,0,0,1,0,0
15.58,16,43,21,1,0,1,1,1,0,0,0,0,1
13.26,12,56,38,0,0,1,1,1,0,1,0,0,0
5.25,12,35,16,1,0,0,1,1,0,0,1,0,0
10.31,12,36,18,1,0,0,1,1,0,0,1,0,0
10.02,18,54,30,1,0,1,0,1,0,0,0,1,0
11.49,13,42,23,0,0,1,0,1,0,1,0,0,0
12.28,12,63,45,0,0,1,1,1,0,0,0,0,1
13.81,16,32,10,0,0,0,0,1,0,0,0,0,1
25.21,13,39,20,0,0,1,0,1,0,0,0,0,1
15.93,16,32,10,0,0,0,1,1,0,1,0,0,0
5.53,12,22,4,1,0,0,1,1,0,0,0,0,1
7.74,13,47,28,1,0,0,1,1,0,1,0,0,0
6.63,14,44,23,1,0,1,1,1,0,0,0,1,0
4.42,12,23,5,1,0,0,0,1,0,1,0,0,0
6.76,10,35,19,1,0,1,1,1,0,0,0,1,0
6.63,12,45,27,0,0,1,1,1,0,0,0,1,0
6.37,13,31,12,1,0,1,1,1,0,0,0,1,0
9.21,12,32,14,1,0,0,0,1,0,0,0,1,0
8.53,13,43,24,1,0,0,1,1,0,1,0,0,0
15.11,18,41,17,0,0,1,1,1,0,1,0,0,0
3.43,12,41,23,1,0,1,1,1,0,0,0,0,1
12.4,13,40,21,0,0,1,1,1,0,1,0,0,0
14.33,10,54,37,1,0,0,0,1,0,0,0,1,0
19.47,18,46,22,0,0,1,1,1,0,0,1,0,0
5.89,12,30,12,0,0,1,1,1,0,1,0,0,0
7.55,12,58,39,0,0,1,0,1,0,0,0,1,0
5.16,14,45,25,0,0,0,0,1,0,0,0,1,0
17.41,18,50,26,0,0,1,1,1,0,0,1,0,0
4.6,16,29,7,0,0,1,1,1,0,0,0,0,1
8.46,12,33,15,1,0,0,1,1,0,0,1,0,0
7.46,13,44,25,0,0,1,1,1,0,1,0,0,0
8.84,12,35,17,1,0,1,1,1,0,0,0,0,1
7.07,18,26,2,1,0,1,1,1,0,1,0,0,0
4.91,12,41,23,0,0,1,1,1,0,0,1,0,0
13.15,16,33,11,1,0,1,1,1,0,0,1,0,0
12.75,18,45,21,1,0,1,1,1,0,0,0,1,0
3.68,9,20,5,1,0,1,1,1,0,0,0,1,0
13.08,16,43,21,1,0,1,1,1,0,0,0,1,0
4.77,16,42,20,1,0,1,1,1,0,0,0,1,0
4.88,14,34,14,1,0,0,0,1,0,0,1,0,0
13.37,14,38,18,0,0,1,1,1,0,0,1,0,0
16.19,16,46,24,1,0,1,1,1,0,1,0,0,0
3.82,11,23,6,1,0,0,0,1,0,0,1,0,0
9.8,11,62,45,0,0,1,0,1,0,1,0,0,0
13.26,16,26,4,0,0,0,1,1,0,0,0,1,0
8.29,12,28,10,0,0,0,1,1,0,0,0,0,1
5.41,16,34,12,1,0,1,0,1,0,0,1,0,0
6.53,13,29,10,1,0,0,0,1,0,0,0,0,1
12.52,16,50,28,1,0,0,1,1,0,0,0,1,0
17.76,16,40,18,0,0,1,1,1,0,0,0,0,1
11.3,18,51,27,1,0,1,1,1,0,1,0,0,0
16.21,13,50,31,0,0,1,1,1,0,0,0,1,0
5.16,6,44,32,1,0,1,0,1,0,0,0,0,1
19.12,13,44,25,0,0,1,1,1,0,0,0,1,0
11.05,6,31,19,0,0,1,1,1,0,0,0,0,1
4.37,13,27,7,0,0,1,1,1,0,0,0,1,0
9.21,14,22,2,1,0,1,1,1,0,0,0,1,0
11.05,12,42,24,0,0,1,1,1,0,0,0,0,1
9.63,12,36,18,1,0,0,1,1,0,0,0,1,0
9.91,13,45,26,0,0,1,1,1,0,0,0,0,1
14.73,13,41,22,0,0,1,1,1,0,0,1,0,0
7.37,12,43,25,0,0,1,0,1,0,0,0,1,0
12.52,18,52,28,0,0,1,1,1,0,1,0,0,0
3.68,13,32,13,1,0,0,0,1,0,0,0,1,0
24.49,16,41,19,0,0,1,1,1,0,0,1,0,0
3.68,9,43,28,0,0,1,0,1,0,0,0,1,0
6.26,13,41,22,0,0,0,1,1,0,0,0,1,0
25.49,12,42,24,1,0,0,1,1,0,0,0,0,1
11.2,12,26,8,0,0,0,1,1,0,0,0,0,1
20.46,16,27,5,1,0,0,1,1,0,1,0,0,0
5.66,16,46,24,0,0,1,1,1,0,0,0,1,0
7.72,14,40,20,0,0,1,1,1,0,0,0,1,0
6.23,12,54,36,0,0,1,1,1,0,0,1,0,0
6.15,13,20,1,1,0,0,1,1,0,0,1,0,0
8.07,16,27,5,0,0,0,0,1,0,0,0,0,1
21.24,14,55,35,0,0,1,1,1,0,1,0,0,0
15.44,13,47,28,0,0,1,1,1,0,0,0,1,0
35.42,18,42,17,0,0,1,1,1,0,0,0,0,1
6.37,14,47,27,1,0,1,1,1,0,0,1,0,0
7.74,14,43,23,0,0,1,1,1,0,0,0,1,0
5.89,12,21,3,0,0,0,1,1,0,1,0,0,0
15.29,12,47,29,0,0,1,0,1,0,0,0,0,1
3.79,11,21,4,0,0,1,0,1,0,0,0,1,0
10.69,12,41,23,0,0,1,0,1,0,0,1,0,0
13.1,16,27,5,0,0,1,1,1,0,0,0,1,0
11.86,16,27,5,0,0,0,1,1,0,1,0,0,0
12.89,16,24,2,0,0,0,0,1,0,0,0,0,1
4.04,12,35,17,1,0,0,0,1,0,1,0,0,0
14.16,16,30,8,0,0,1,1,1,0,0,0,1,0
9.62,16,30,8,0,0,1,0,1,0,0,0,0,1
4.42,12,48,30,1,0,0,1,1,0,0,0,1,0
10.3,13,47,28,1,0,1,1,1,0,0,0,0,1
9.21,13,26,7,0,0,0,1,1,0,0,0,1,0
18.52,16,34,12,0,0,1,1,1,0,1,0,0,0
22.04,16,38,16,0,0,1,1,1,0,0,0,0,1
16.43,13,35,16,0,0,1,1,1,0,0,1,0,0
14.73,13,54,35,0,0,1,1,1,0,0,0,1,0
5.7,13,23,3,0,0,0,1,1,0,0,0,0,1
22.3,18,35,11,0,0,1,1,1,0,0,1,0,0
4.38,13,49,30,0,0,1,1,1,0,0,0,1,0
5.89,13,22,3,0,0,0,1,1,0,0,1,0,0
11.22,14,35,15,1,0,1,1,1,0,1,0,0,0
6.87,13,55,36,1,0,1,0,1,0,0,0,1,0
7.37,14,24,4,0,0,0,1,1,0,0,0,0,1
5.89,12,59,41,1,0,0,1,1,0,0,1,0,0
28.33,18,44,20,0,0,1,1,1,0,0,0,1,0
8.1,14,26,6,0,0,1,0,1,0,0,0,0,1
6.16,11,36,19,0,0,1,1,1,0,0,0,1,0
6.67,12,65,46,0,0,1,0,1,0,0,0,0,1
3.13,12,29,11,0,0,1,1,1,0,0,0,0,1
12.75,12,49,31,0,0,1,1,1,0,0,0,1,0
9.85,16,30,7,1,0,1,1,1,0,0,0,0,1
6.84,13,46,27,0,0,0,1,1,0,0,0,0,1
6.37,18,27,3,0,0,1,0,1,0,0,0,1,0
8.62,12,35,17,0,0,1,1,1,0,0,0,1,0
6.48,12,19,1,0,0,0,1,1,0,0,0,0,1
4.94,12,26,8,1,0,0,0,1,0,0,1,0,0
8.2,14,44,24,0,0,0,1,1,0,0,0,0,1
28.33,18,41,17,0,0,1,1,1,0,1,0,0,0
8.69,13,22,3,0,0,1,1,1,0,0,0,1,0
3.68,12,18,0,1,0,0,1,1,0,0,0,1,0
7.74,13,43,24,0,0,0,1,1,0,0,0,1,0
19.12,12,42,24,0,0,1,1,1,0,0,1,0,0
5.53,12,37,19,1,0,1,1,1,0,0,0,0,1
5.65,12,35,17,0,0,1,1,1,0,0,1,0,0
7.11,8,50,36,0,0,1,0,1,0,0,0,1,0
4.6,12,23,5,1,0,0,1,1,0,0,0,0,1
8.12,13,35,16,0,0,1,1,1,0,0,0,1,0
5.16,11,18,1,0,0,0,1,1,0,0,0,1,0
11.33,14,38,18,1,0,1,1,1,0,0,0,1,0
18.42,13,41,22,1,0,0,1,1,0,1,0,0,0
6.34,13,22,3,1,0,1,1,1,0,0,0,0,1
11.9,13,55,36,1,0,0,1,1,0,0,1,0,0
5.75,12,36,18,1,0,1,1,1,0,0,0,1,0
7.07,12,26,7,1,0,0,1,1,0,0,0,0,1
17.89,16,62,40,1,0,1,1,1,0,0,0,1,0
4.42,12,29,11,1,0,0,0,1,0,0,0,1,0
5.89,12,45,27,0,0,1,0,1,0,0,1,0,0
13.81,13,30,10,0,0,1,0,1,0,0,0,1,0
6.79,13,48,29,0,0,1,0,1,0,0,0,0,1
7.37,12,34,15,0,0,1,0,1,0,0,1,0,0
15.66,13,55,36,1,0,1,0,1,0,0,1,0,0
7.37,12,43,25,1,0,0,1,1,0,1,0,0,0
5.05,12,32,14,0,0,0,1,1,0,0,0,0,1
5.53,13,21,2,1,0,0,0,1,0,1,0,0,0
9.74,13,30,11,0,0,1,1,1,0,0,1,0,0
10.61,12,42,24,0,0,1,1,1,0,1,0,0,0
6.11,12,29,11,1,0,0,1,1,0,0,0,1,0
12.34,18,37,12,0,0,0,1,1,0,0,0,1,0
25.18,16,35,13,1,0,1,1,1,0,0,1,0,0
5.89,13,22,3,0,0,0,1,1,0,0,0,0,1
7.64,16,26,4,1,0,1,1,1,0,1,0,0,0
3.54,11,37,20,1,0,1,0,1,0,0,0,0,1
18.42,18,42,18,0,0,1,1,1,0,0,1,0,0
10.61,16,46,24,0,0,1,1,1,0,1,0,0,0
12.87,18,49,25,0,0,1,1,1,0,0,0,1,0
15.58,16,50,28,1,0,0,1,1,0,1,0,0,0
23.02,16,26,4,1,0,0,1,1,0,1,0,0,0
5.16,13,20,1,1,0,0,1,1,0,0,1,0,0
8.1,8,33,19,0,0,1,1,1,0,0,0,1,0
4.42,12,20,2,0,0,0,1,1,0,0,1,0,0
4.95,12,61,43,0,0,1,1,1,0,0,1,0,0
11.79,13,36,17,0,0,0,1,1,0,1,0,0,0
8.91,12,51,33,0,0,1,0,1,0,0,0,0,1
5.12,12,23,5,0,0,0,1,1,0,0,0,0,1
23.02,18,42,18,0,0,1,1,1,0,0,1,0,0
11.79,12,38,20,0,0,0,1,1,0,0,0,1,0
9.51,16,44,22,0,0,1,0,1,0,1,0,0,0
3.68,11,43,26,1,0,1,1,1,0,0,0,1,0
4.91,12,52,34,1,0,1,1,1,0,0,0,1,0
14.02,16,52,29,0,0,0,1,1,0,0,0,0,1
35.41,18,64,39,1,0,1,1,1,0,0,1,0,0
14.68,18,47,23,0,0,1,1,1,0,0,0,0,1
10.19,13,30,11,1,0,0,1,1,0,0,0,0,1
3.87,16,57,35,1,0,0,1,1,0,0,0,0,1
4.6,13,48,29,1,0,1,0,1,0,0,0,0,1
10.98,12,40,22,0,0,0,1,1,0,0,0,1,0
7.37,12,45,27,1,0,1,0,1,0,0,0,0,1
9.56,12,36,18,1,0,1,1,1,0,1,0,0,0
9.82,12,25,6,0,0,1,1,0,1,0,0,1,0
12.96,12,45,27,1,0,0,1,0,1,0,0,0,1
11.9,13,37,18,0,0,1,1,0,1,0,0,0,1
24.79,16,36,14,0,0,0,1,0,1,0,1,0,0
3.76,13,37,18,1,0,1,0,0,1,0,1,0,0
5.07,12,27,9,0,0,0,1,0,1,0,1,0,0
9.58,16,61,39,1,0,0,1,0,1,0,0,0,1
7.37,12,56,38,1,0,1,1,0,1,1,0,0,0
27.6,13,44,25,1,0,1,1,0,1,1,0,0,0
5.43,12,29,11,1,0,1,1,1,1,1,0,0,0
21.24,18,28,4,0,0,0,1,1,1,0,0,1,0
13.6,18,45,21,1,0,1,1,1,1,0,0,1,0
20.08,13,28,9,0,0,1,1,1,1,0,0,0,1
12.38,16,37,15,1,0,0,1,1,1,0,0,0,1
7.83,10,52,36,0,0,1,1,1,1,0,0,1,0
14.86,13,41,22,1,0,0,1,1,1,0,1,0,0
12.28,12,54,35,0,0,1,1,1,1,0,0,0,1
11.33,16,41,19,0,0,1,1,1,1,0,1,0,0
6.93,9,42,27,1,0,1,1,1,1,0,0,0,1
8.84,12,55,37,1,0,0,1,1,1,1,0,0,0
5.54,12,37,19,1,0,0,0,1,1,0,0,0,1
13.57,13,33,14,0,0,0,1,1,1,0,1,0,0
25.53,18,52,28,1,0,1,1,1,1,1,0,0,0
9.82,16,24,2,0,0,0,1,1,1,1,0,0,0
8.96,13,35,16,0,0,0,0,1,1,0,1,0,0
14,13,59,40,0,0,1,1,1,1,1,0,0,0
13.81,16,60,38,0,0,0,0,1,1,0,0,0,1
15.47,12,43,25,0,0,1,1,1,1,0,0,0,1
9.58,14,50,30,1,0,0,1,1,1,1,0,0,0
7.07,12,44,26,0,0,1,1,1,1,1,0,0,0
11.79,6,56,44,0,0,1,1,1,1,1,0,0,0
8.18,13,43,24,0,0,1,0,1,1,0,1,0,0
12.02,18,32,8,1,0,1,1,1,1,0,1,0,0
10.87,12,56,38,0,0,1,1,1,1,0,0,1,0
13.3,16,46,24,1,0,1,1,1,1,0,1,0,0
14.42,12,25,7,0,0,1,1,1,1,0,0,0,1
11.59,12,45,27,0,0,0,1,1,1,1,0,0,0
7.07,18,47,23,1,0,1,0,1,1,0,0,0,1
10.61,8,40,26,0,0,1,0,1,1,0,0,1,0
4.6,12,54,36,1,0,0,0,1,1,0,1,0,0
9.03,13,28,8,0,0,0,1,1,1,0,1,0,0
10.31,13,47,27,0,0,0,0,1,1,0,0,0,1
8.84,18,54,30,0,0,1,1,1,1,0,0,1,0
10.13,12,58,40,0,0,0,0,1,1,1,0,0,0
15.35,13,43,24,1,0,1,1,1,1,0,1,0,0
11.05,14,44,24,0,0,1,1,1,1,0,0,1,0
10.5,12,31,13,0,0,1,1,1,1,0,0,1,0
18.88,18,28,4,1,0,0,1,1,1,0,1,0,0
11.79,12,52,34,0,0,1,1,1,1,0,0,0,1
8.36,12,24,6,0,0,1,1,1,1,0,0,0,1
25.42,14,39,19,1,0,1,1,1,1,1,0,0,0
8.49,16,41,19,1,0,1,0,1,1,0,1,0,0
15.21,14,53,33,0,0,1,0,1,1,0,1,0,0
10.3,13,55,36,0,0,1,1,1,1,0,0,0,1
13.26,13,50,30,0,0,0,1,1,1,0,1,0,0
10.31,12,43,25,0,0,1,1,1,1,1,0,0,0
8.84,14,46,26,0,0,1,1,1,1,1,0,0,0
22.66,18,42,18,0,0,1,1,1,1,0,0,0,1
18.42,13,36,17,0,0,1,1,1,1,0,0,1,0
11.79,18,29,5,1,0,1,1,1,1,0,0,0,1
18.42,16,41,19,1,0,1,1,1,1,0,1,0,0
6.42,16,63,41,1,0,1,1,1,1,1,0,0,0
24.27,18,49,25,1,0,1,1,1,1,1,0,0,0
14.86,18,40,16,1,0,1,1,1,1,0,0,1,0
28.32,18,47,23,0,0,1,1,1,1,0,0,0,1
10.09,18,49,24,0,0,0,0,1,1,1,0,0,0
12.03,18,65,40,1,0,0,1,1,1,0,0,0,1
14.11,13,48,29,0,0,1,1,1,1,1,0,0,0
10.31,13,40,20,1,0,0,0,1,1,0,0,0,1
9.87,12,50,32,0,0,1,1,1,1,0,1,0,0
13.81,16,58,36,0,0,1,1,1,1,0,1,0,0
18.67,16,34,12,1,0,1,1,1,1,0,0,1,0
9.86,16,35,13,1,0,1,0,1,1,0,1,0,0
15.47,14,40,20,1,0,1,1,1,1,1,0,0,0
8.36,12,44,26,0,0,1,0,1,1,0,1,0,0
13.59,16,26,4,0,0,0,1,1,1,0,0,0,1
10.88,13,37,18,0,0,1,0,1,1,1,0,0,0
5.54,12,37,19,1,0,0,0,1,1,0,0,0,1
14.78,13,43,24,1,0,1,0,1,1,0,1,0,0
16.8,14,25,5,0,0,1,0,1,1,0,0,0,1
5.82,12,37,19,1,0,1,0,1,1,0,0,1,0
14.86,18,47,23,0,0,0,1,1,1,0,1,0,0
5.89,13,20,1,0,0,0,1,1,1,0,1,0,0
8.1,12,42,24,0,0,1,1,1,1,1,0,0,0
11.05,13,45,25,1,0,1,1,1,1,1,0,0,0
10.31,12,31,12,0,0,1,1,1,1,0,1,0,0
7.37,12,23,5,0,0,0,1,1,1,1,0,0,0
4.42,10,49,33,1,0,1,1,1,1,1,0,0,0
24.79,16,42,20,0,0,1,1,1,1,0,0,0,1
5.53,8,62,47,1,0,1,1,1,1,0,0,1,0
5.39,12,40,22,1,0,0,1,1,1,0,0,0,1
11.05,10,51,34,0,0,1,1,1,1,0,0,1,0
11.97,13,49,30,0,0,1,1,1,1,0,0,1,0
15.58,18,49,25,1,0,0,1,1,1,0,0,1,0
17.83,13,44,25,0,0,1,1,1,1,0,1,0,0
21.24,12,32,14,0,0,1,1,1,1,1,0,0,0
10.61,12,49,31,1,0,1,1,1,1,0,0,0,1
6.91,18,31,7,1,0,0,1,1,1,1,0,0,0
25.76,12,31,13,0,0,1,1,1,1,0,1,0,0
15.55,16,34,12,0,0,1,1,1,1,0,1,0,0
4.91,13,41,22,1,0,0,1,1,1,1,0,0,0
6.26,12,22,4,0,0,0,0,1,1,1,0,0,0
17.7,12,35,17,0,0,1,1,1,1,0,0,1,0
12.16,12,43,25,0,0,1,1,1,1,0,1,0,0
12.52,12,33,15,0,0,1,0,1,1,0,0,1,0
4.79,10,20,4,0,0,0,1,1,1,1,0,0,0
22.03,12,38,20,0,0,1,1,1,1,0,0,0,1
24.56,18,26,2,1,0,1,1,1,1,0,1,0,0
18.42,13,41,22,1,0,0,1,1,1,0,1,0,0
13.83,14,37,17,0,0,0,1,1,1,0,1,0,0
26.91,12,57,39,1,0,0,1,1,1,1,0,0,0
11.12,16,46,24,0,0,1,1,1,1,1,0,0,0
15.66,12,38,20,0,0,1,1,1,1,0,0,0,1
11.05,13,35,16,0,0,1,1,1,1,0,0,1,0
3.32,11,27,9,1,1,0,1,0,0,0,0,0,1
5.53,14,64,44,1,1,0,1,0,0,0,1,0,0
6.14,12,26,8,1,1,0,1,0,0,1,0,0,0
9.58,13,39,20,1,1,1,1,0,0,0,1,0,0
14.73,14,54,34,1,1,1,1,0,0,1,0,0,0
3.68,11,32,15,1,1,0,0,1,0,0,0,1,0
5.16,13,38,19,0,1,1,1,1,0,0,0,0,1
2.65,9,40,25,1,1,0,1,1,0,1,0,0,0
7,13,44,25,0,1,1,1,1,0,0,0,1,0
7.34,16,34,12,0,1,1,1,1,0,0,0,0,1
4.59,12,43,25,1,1,0,0,1,0,0,0,1,0
6.53,12,21,3,1,1,0,0,1,0,0,0,1,0
21.24,16,33,11,1,1,1,1,1,0,0,0,0,1
18.44,16,46,24,1,1,0,1,1,0,0,1,0,0
7.74,16,29,7,1,1,0,1,1,0,0,0,1,0
8.47,13,38,19,1,1,0,0,1,0,0,0,1,0
10.31,16,35,13,1,1,1,0,1,0,0,0,1,0
5.67,13,32,12,1,1,1,1,1,0,0,0,1,0
4.42,13,21,2,1,1,0,1,1,0,0,0,1,0
6.87,13,35,16,1,1,0,1,1,0,0,0,1,0
5.89,14,24,3,1,1,0,1,1,0,0,0,1,0
5.16,6,55,43,0,1,0,1,1,0,0,0,1,0
7.37,13,25,6,1,1,1,1,1,0,1,0,0,0
26.56,16,46,24,1,1,1,1,1,0,0,0,1,0
6.63,12,22,4,0,1,0,1,1,0,0,0,1,0
4.66,12,46,28,1,1,1,0,1,0,0,0,1,0
8.49,13,25,5,1,1,1,1,1,0,0,0,1,0
4.42,12,33,15,0,1,0,0,1,0,0,0,1,0
7.37,14,41,21,1,1,1,1,1,0,0,0,0,1
8.74,13,29,10,1,1,1,1,1,0,0,1,0,0
10.31,12,32,14,0,1,0,1,1,0,0,0,1,0
4.84,18,42,18,1,1,1,1,1,0,0,1,0,0
7.37,16,26,4,0,1,0,1,1,0,0,0,1,0
11.68,16,41,19,0,1,0,1,1,0,0,0,1,0
8.14,13,33,14,1,1,1,1,1,0,0,0,1,0
8.69,16,32,10,0,1,1,1,1,0,0,0,1,0
10.59,13,32,13,1,1,1,1,1,0,0,0,1,0
11.05,13,36,17,1,1,1,1,1,0,0,0,0,1
9.21,12,63,45,0,1,1,1,1,0,0,0,1,0
4.04,13,25,5,0,1,0,1,1,0,0,0,1,0
3.08,12,33,15,1,1,0,1,1,0,0,0,1,0
5.16,12,33,15,1,1,1,1,1,0,0,0,1,0
7.07,13,35,16,1,1,1,1,1,0,0,0,1,0
10.64,18,28,4,0,1,0,1,1,0,0,0,1,0
6.63,14,51,31,0,1,1,1,1,0,0,0,0,1
4.46,12,34,16,1,1,0,1,1,0,0,0,1,0
10.61,16,46,24,1,1,0,1,1,0,0,1,0,0
7.72,16,26,4,0,1,0,1,1,0,0,0,1,0
2.38,11,31,14,1,1,0,1,1,0,0,0,1,0
3.68,13,34,15,0,1,0,1,1,0,1,0,0,0
3.68,14,24,4,0,1,0,1,1,0,0,1,0,0
7.18,13,31,12,1,1,1,1,1,0,0,0,0,1
5.16,10,41,25,1,1,1,1,1,0,0,0,1,0
13.33,12,54,36,1,1,1,1,1,0,0,0,1,0
4.42,12,19,1,0,1,0,1,1,0,0,0,1,0
4.42,16,31,9,1,1,1,1,1,0,0,1,0,0
18.98,16,52,30,0,1,1,1,1,0,0,0,1,0
4.42,14,42,21,1,1,0,1,1,0,0,0,1,0
11.97,13,35,16,1,1,0,1,1,0,0,0,0,1
10.61,13,28,9,1,1,0,1,1,0,0,0,1,0
4.42,4,28,18,0,1,1,1,1,0,0,0,1,0
4.24,13,45,25,1,1,1,1,1,0,0,0,0,1
9.14,16,38,16,0,1,1,1,1,0,0,0,1,0
4.42,13,64,45,0,1,1,1,1,1,0,1,0,0
5.53,12,25,7,1,1,0,1,1,1,1,0,0,0
16.84,12,42,24,0,1,1,1,1,1,0,0,1,0
12.03,12,54,36,0,1,1,1,1,1,0,1,0,0
8.59,18,36,12,1,1,0,1,1,1,0,1,0,0
12.75,18,44,20,0,1,1,0,1,1,0,0,0,1
9.76,16,30,8,0,1,1,1,1,1,0,0,1,0
10.31,14,40,19,0,1,0,1,1,1,1,0,0,0
14.73,12,43,25,0,1,1,1,1,1,0,0,0,1
12.75,13,26,7,0,1,0,1,1,1,1,0,0,0
18.69,13,44,24,0,1,1,1,1,1,0,0,0,1
12.65,16,42,20,0,1,1,1,1,1,0,0,1,0
9.56,8,45,31,0,1,1,1,1,1,1,0,0,0
10.43,10,61,45,1,1,0,1,1,1,1,0,0,0
11.05,13,54,35,1,1,1,1,1,1,0,0,1,0
